-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 
Location: Latitude  19.5138   Longitude -99.1285 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
2022,1,17,5.43,4.56,57.99,10.91,0.29
2022,1,18,5.54,4.71,32.59,11.3,0.3
2022,1,19,5.72,5.01,41.66,12.04,0.3
2022,1,20,5.3,4.29,76.08,10.05,0.27
2022,1,21,5.49,3.6,91.29,9.22,0.26
2022,1,22,5.68,4.15,60.22,10.36,0.28
2022,1,23,5.69,5.16,31.05,12.45,0.33
2022,1,24,5.55,4.2,67.0,10.23,0.27
2022,1,25,5.68,5.27,22.99,12.59,0.34
2022,1,26,5.63,5.56,13.99,12.7,0.34
2022,1,27,5.71,5.38,29.04,12.61,0.34
2022,1,28,5.59,5.03,36.62,11.89,0.32
2022,1,29,5.81,5.16,48.07,12.53,0.34
2022,1,30,5.97,5.56,15.64,13.3,0.34
2022,1,31,5.89,5.56,12.9,13.3,0.34
2022,2,1,6.26,6.22,2.81,14.87,0.37
2022,2,2,6.25,6.19,5.84,14.62,0.38
2022,2,3,6.22,6.05,7.93,14.27,0.38
2022,2,4,5.98,5.64,19.95,13.26,0.36
2022,2,5,6.33,5.23,32.69,12.9,0.36
2022,2,6,6.23,4.92,27.84,12.16,0.34
2022,2,7,5.71,3.69,63.51,9.05,0.25
2022,2,8,6.18,5.06,52.96,12.28,0.33
2022,2,9,6.23,5.38,24.31,12.94,0.34
2022,2,10,6.28,5.75,22.05,13.62,0.36
2022,2,11,6.28,5.87,37.02,13.91,0.37
2022,2,12,5.95,4.1,78.34,10.38,0.28
2022,2,13,6.36,4.35,73.98,11.31,0.32
2022,2,14,6.49,4.59,64.12,11.66,0.33
2022,2,15,6.52,5.11,56.77,12.86,0.35
2022,2,16,6.25,5.49,22.73,13.2,0.36
2022,2,17,6.74,6.56,11.65,15.98,0.44
2022,2,18,6.57,6.43,9.45,15.33,0.43
2022,2,19,6.52,6.05,19.01,14.28,0.39
2022,2,20,6.59,6.11,12.07,14.55,0.39
2022,2,21,6.57,6.2,12.79,14.55,0.39
2022,2,22,6.71,6.43,15.25,15.43,0.41
2022,2,23,6.78,6.75,3.44,15.93,0.43
2022,2,24,6.62,6.03,20.92,14.3,0.41
2022,2,25,6.59,6.03,29.2,14.18,0.41
2022,2,26,6.58,5.76,23.7,13.7,0.4
2022,2,27,6.78,6.77,3.98,15.62,0.44
2022,2,28,7.06,7.01,6.61,16.67,0.47
2022,3,1,7.21,7.2,2.88,17.17,0.48
2022,3,2,6.97,6.95,3.52,16.34,0.46
2022,3,3,7.0,6.76,14.67,16.21,0.47
2022,3,4,6.96,6.52,19.2,15.53,0.45
2022,3,5,7.04,6.37,18.02,15.38,0.45
2022,3,6,7.17,6.51,23.7,15.81,0.45
2022,3,7,7.03,5.82,41.88,14.15,0.41
2022,3,8,7.13,6.84,9.3,16.1,0.47
2022,3,9,7.26,7.25,1.67,17.14,0.51
2022,3,10,7.57,7.57,1.36,18.02,0.55
2022,3,11,7.68,7.58,4.7,18.1,0.55
2022,3,12,7.2,7.16,8.12,16.89,0.52
2022,3,13,7.49,7.33,7.31,17.69,0.53
2022,3,14,7.39,6.66,24.05,16.17,0.48
2022,3,15,6.96,5.91,28.95,14.35,0.44
2022,3,16,7.11,5.99,39.98,14.88,0.46
2022,3,17,7.34,6.51,28.84,15.84,0.48
2022,3,18,7.55,7.07,19.84,17.17,0.51
2022,3,19,7.21,6.3,25.0,14.99,0.45
2022,3,20,7.53,6.68,25.36,16.15,0.48
2022,3,21,7.4,7.01,13.07,16.73,0.5
2022,3,22,7.77,5.73,75.49,14.55,0.45
2022,3,23,7.8,7.67,16.15,18.53,0.55
2022,3,24,7.8,7.7,6.5,18.16,0.54
2022,3,25,7.86,7.61,30.45,18.46,0.53
2022,3,26,7.77,7.65,24.74,18.55,0.53
2022,3,27,7.8,7.6,13.6,18.66,0.55
2022,3,28,7.71,7.47,18.79,18.01,0.53
2022,3,29,7.73,7.62,6.09,18.38,0.54
2022,3,30,8.07,7.97,7.82,19.19,0.57
2022,3,31,7.88,7.61,21.34,18.11,0.55
2022,4,1,7.97,7.56,32.62,18.17,0.57
2022,4,2,-999.0,7.35,-999.0,-999.0,-999.0
2022,4,3,7.38,6.64,-999.0,-999.0,-999.0
2022,4,4,7.43,7.38,-999.0,-999.0,-999.0
2022,4,5,7.56,7.41,-999.0,-999.0,-999.0
2022,4,6,7.61,7.55,-999.0,-999.0,-999.0
2022,4,7,7.42,7.29,-999.0,-999.0,-999.0
2022,4,8,-999.0,6.21,-999.0,-999.0,-999.0
2022,4,9,-999.0,7.21,-999.0,-999.0,-999.0
2022,4,10,-999.0,6.84,-999.0,-999.0,-999.0
2022,4,11,-999.0,7.02,-999.0,-999.0,-999.0
2022,4,12,-999.0,6.68,-999.0,-999.0,-999.0
2022,4,13,-999.0,6.42,-999.0,-999.0,-999.0
2022,4,14,-999.0,6.84,-999.0,-999.0,-999.0
2022,4,15,-999.0,6.51,-999.0,-999.0,-999.0
2022,4,16,-999.0,7.28,-999.0,-999.0,-999.0
2022,4,17,7.57,7.48,-999.0,-999.0,-999.0
2022,4,18,7.54,6.85,-999.0,-999.0,-999.0
2022,4,19,-999.0,4.59,-999.0,-999.0,-999.0
2022,4,20,-999.0,7.28,-999.0,-999.0,-999.0
2022,4,21,7.63,6.27,-999.0,-999.0,-999.0
2022,4,22,-999.0,7.5,-999.0,-999.0,-999.0
2022,4,23,-999.0,5.77,-999.0,-999.0,-999.0
2022,4,24,7.62,5.59,-999.0,-999.0,-999.0
2022,4,25,-999.0,6.99,-999.0,-999.0,-999.0
2022,4,26,-999.0,4.47,-999.0,-999.0,-999.0
2022,4,27,-999.0,6.93,-999.0,-999.0,-999.0
2022,4,28,7.64,5.1,-999.0,-999.0,-999.0
2022,4,29,-999.0,6.26,-999.0,-999.0,-999.0
2022,4,30,-999.0,6.69,-999.0,-999.0,-999.0
2022,5,1,-999.0,6.46,-999.0,-999.0,-999.0
2022,5,2,-999.0,7.16,-999.0,-999.0,-999.0
2022,5,3,-999.0,6.91,-999.0,-999.0,-999.0
2022,5,4,7.63,7.32,-999.0,-999.0,-999.0
2022,5,5,7.61,6.76,-999.0,-999.0,-999.0
2022,5,6,-999.0,6.69,-999.0,-999.0,-999.0
2022,5,7,7.59,6.95,-999.0,-999.0,-999.0
2022,5,8,-999.0,6.68,-999.0,-999.0,-999.0
2022,5,9,7.63,7.05,-999.0,-999.0,-999.0
2022,5,10,7.7,7.64,-999.0,-999.0,-999.0
2022,5,11,-999.0,6.73,-999.0,-999.0,-999.0
2022,5,12,7.85,7.75,-999.0,-999.0,-999.0
2022,5,13,-999.0,7.47,-999.0,-999.0,-999.0
2022,5,14,7.72,6.64,-999.0,-999.0,-999.0
2022,5,15,-999.0,7.28,-999.0,-999.0,-999.0
2022,5,16,-999.0,7.8,-999.0,-999.0,-999.0
2022,5,17,-999.0,7.24,-999.0,-999.0,-999.0
2022,5,18,7.71,7.4,-999.0,-999.0,-999.0
2022,5,19,7.7,6.9,-999.0,-999.0,-999.0
2022,5,20,7.72,7.31,-999.0,-999.0,-999.0
2022,5,21,7.68,6.51,-999.0,-999.0,-999.0
2022,5,22,-999.0,4.72,-999.0,-999.0,-999.0
2022,5,23,-999.0,4.9,-999.0,-999.0,-999.0
2022,5,24,-999.0,4.38,-999.0,-999.0,-999.0
2022,5,25,-999.0,7.25,-999.0,-999.0,-999.0
2022,5,26,7.68,6.93,-999.0,-999.0,-999.0
2022,5,27,7.75,7.7,-999.0,-999.0,-999.0
2022,5,28,-999.0,7.28,-999.0,-999.0,-999.0
2022,5,29,-999.0,6.33,-999.0,-999.0,-999.0
2022,5,30,7.63,6.46,-999.0,-999.0,-999.0
2022,5,31,-999.0,6.84,-999.0,-999.0,-999.0
2022,6,1,-999.0,6.42,-999.0,-999.0,-999.0
2022,6,2,-999.0,5.8,-999.0,-999.0,-999.0
2022,6,3,8.01,7.79,-999.0,-999.0,-999.0
2022,6,4,-999.0,5.51,-999.0,-999.0,-999.0
2022,6,5,-999.0,5.52,-999.0,-999.0,-999.0
2022,6,6,7.97,7.65,-999.0,-999.0,-999.0
2022,6,7,-999.0,7.84,-999.0,-999.0,-999.0
2022,6,8,-999.0,5.78,-999.0,-999.0,-999.0
2022,6,9,-999.0,3.34,-999.0,-999.0,-999.0
2022,6,10,-999.0,6.12,-999.0,-999.0,-999.0
2022,6,11,-999.0,6.37,-999.0,-999.0,-999.0
2022,6,12,-999.0,6.73,-999.0,-999.0,-999.0
2022,6,13,-999.0,5.03,-999.0,-999.0,-999.0
2022,6,14,-999.0,3.44,-999.0,-999.0,-999.0
2022,6,15,-999.0,4.08,-999.0,-999.0,-999.0
2022,6,16,-999.0,4.04,-999.0,-999.0,-999.0
2022,6,17,-999.0,5.61,-999.0,-999.0,-999.0
2022,6,18,-999.0,4.5,-999.0,-999.0,-999.0
2022,6,19,-999.0,5.48,-999.0,-999.0,-999.0
2022,6,20,-999.0,7.52,-999.0,-999.0,-999.0
2022,6,21,-999.0,4.11,-999.0,-999.0,-999.0
2022,6,22,-999.0,2.5,-999.0,-999.0,-999.0
2022,6,23,-999.0,5.22,-999.0,-999.0,-999.0
2022,6,24,-999.0,5.48,-999.0,-999.0,-999.0
2022,6,25,-999.0,5.57,-999.0,-999.0,-999.0
2022,6,26,-999.0,6.58,-999.0,-999.0,-999.0
2022,6,27,-999.0,3.98,-999.0,-999.0,-999.0
2022,6,28,-999.0,5.63,-999.0,-999.0,-999.0
2022,6,29,-999.0,5.98,-999.0,-999.0,-999.0
2022,6,30,-999.0,7.41,-999.0,-999.0,-999.0
2022,7,1,-999.0,5.75,-999.0,-999.0,-999.0
2022,7,2,-999.0,6.09,-999.0,-999.0,-999.0
2022,7,3,-999.0,7.32,-999.0,-999.0,-999.0
2022,7,4,-999.0,4.25,-999.0,-999.0,-999.0
2022,7,5,-999.0,5.31,-999.0,-999.0,-999.0
2022,7,6,-999.0,6.85,-999.0,-999.0,-999.0
2022,7,7,-999.0,3.79,-999.0,-999.0,-999.0
2022,7,8,-999.0,6.38,-999.0,-999.0,-999.0
2022,7,9,-999.0,5.8,-999.0,-999.0,-999.0
2022,7,10,-999.0,6.84,-999.0,-999.0,-999.0
2022,7,11,-999.0,4.79,-999.0,-999.0,-999.0
2022,7,12,-999.0,6.91,-999.0,-999.0,-999.0
2022,7,13,-999.0,5.33,-999.0,-999.0,-999.0
2022,7,14,-999.0,4.35,-999.0,-999.0,-999.0
2022,7,15,-999.0,3.09,-999.0,-999.0,-999.0
2022,7,16,-999.0,5.39,-999.0,-999.0,-999.0
2022,7,17,-999.0,5.92,-999.0,-999.0,-999.0
2022,7,18,-999.0,3.59,-999.0,-999.0,-999.0
2022,7,19,7.82,7.74,-999.0,-999.0,-999.0
2022,7,20,-999.0,6.16,-999.0,-999.0,-999.0
2022,7,21,-999.0,7.83,-999.0,-999.0,-999.0
2022,7,22,-999.0,6.48,-999.0,-999.0,-999.0
2022,7,23,-999.0,4.94,-999.0,-999.0,-999.0
2022,7,24,-999.0,5.5,-999.0,-999.0,-999.0
2022,7,25,-999.0,4.2,-999.0,-999.0,-999.0
2022,7,26,-999.0,6.74,-999.0,-999.0,-999.0
2022,7,27,-999.0,2.91,-999.0,-999.0,-999.0
2022,7,28,-999.0,3.87,-999.0,-999.0,-999.0
2022,7,29,-999.0,2.56,-999.0,-999.0,-999.0
2022,7,30,-999.0,6.28,-999.0,-999.0,-999.0
2022,7,31,-999.0,7.04,-999.0,-999.0,-999.0
2022,8,1,-999.0,4.2,-999.0,-999.0,-999.0
2022,8,2,-999.0,5.62,-999.0,-999.0,-999.0
2022,8,3,-999.0,7.06,-999.0,-999.0,-999.0
2022,8,4,-999.0,5.91,-999.0,-999.0,-999.0
2022,8,5,-999.0,-999.0,-999.0,-999.0,-999.0
2022,8,6,-999.0,6.4,-999.0,-999.0,-999.0
2022,8,7,-999.0,6.07,-999.0,-999.0,-999.0
2022,8,8,-999.0,7.27,-999.0,-999.0,-999.0
2022,8,9,-999.0,3.72,-999.0,-999.0,-999.0
2022,8,10,-999.0,5.82,-999.0,-999.0,-999.0
2022,8,11,-999.0,6.41,-999.0,-999.0,-999.0
2022,8,12,-999.0,5.41,-999.0,-999.0,-999.0
2022,8,13,-999.0,5.39,-999.0,-999.0,-999.0
2022,8,14,-999.0,3.27,-999.0,-999.0,-999.0
2022,8,15,-999.0,2.12,-999.0,-999.0,-999.0
2022,8,16,-999.0,3.53,-999.0,-999.0,-999.0
2022,8,17,-999.0,5.12,-999.0,-999.0,-999.0
2022,8,18,-999.0,5.17,-999.0,-999.0,-999.0
2022,8,19,-999.0,3.32,-999.0,-999.0,-999.0
2022,8,20,-999.0,3.92,-999.0,-999.0,-999.0
2022,8,21,-999.0,3.26,-999.0,-999.0,-999.0
2022,8,22,-999.0,5.71,-999.0,-999.0,-999.0
2022,8,23,-999.0,5.56,-999.0,-999.0,-999.0
2022,8,24,-999.0,5.23,-999.0,-999.0,-999.0
2022,8,25,-999.0,6.57,-999.0,-999.0,-999.0
2022,8,26,-999.0,4.18,-999.0,-999.0,-999.0
2022,8,27,-999.0,4.5,-999.0,-999.0,-999.0
2022,8,28,-999.0,4.16,-999.0,-999.0,-999.0
2022,8,29,-999.0,4.6,-999.0,-999.0,-999.0
2022,8,30,-999.0,4.54,-999.0,-999.0,-999.0
2022,8,31,-999.0,-999.0,-999.0,-999.0,-999.0
2022,9,1,-999.0,6.32,-999.0,-999.0,-999.0
2022,9,2,-999.0,6.69,-999.0,-999.0,-999.0
2022,9,3,-999.0,3.59,-999.0,-999.0,-999.0
2022,9,4,-999.0,3.62,-999.0,-999.0,-999.0
2022,9,5,-999.0,3.79,-999.0,-999.0,-999.0
2022,9,6,-999.0,3.9,-999.0,-999.0,-999.0
2022,9,7,-999.0,4.39,-999.0,-999.0,-999.0
2022,9,8,-999.0,3.54,-999.0,-999.0,-999.0
2022,9,9,-999.0,6.68,-999.0,-999.0,-999.0
2022,9,10,7.23,6.06,-999.0,-999.0,-999.0
2022,9,11,-999.0,5.16,-999.0,-999.0,-999.0
2022,9,12,-999.0,4.33,-999.0,-999.0,-999.0
2022,9,13,-999.0,4.66,-999.0,-999.0,-999.0
2022,9,14,-999.0,5.5,-999.0,-999.0,-999.0
2022,9,15,-999.0,3.29,-999.0,-999.0,-999.0
2022,9,16,-999.0,2.97,-999.0,-999.0,-999.0
2022,9,17,-999.0,4.1,-999.0,-999.0,-999.0
2022,9,18,-999.0,2.53,-999.0,-999.0,-999.0
2022,9,19,-999.0,4.05,-999.0,-999.0,-999.0
2022,9,20,-999.0,5.23,-999.0,-999.0,-999.0
2022,9,21,-999.0,5.81,-999.0,-999.0,-999.0
2022,9,22,-999.0,6.28,-999.0,-999.0,-999.0
2022,9,23,-999.0,6.63,-999.0,-999.0,-999.0
2022,9,24,-999.0,4.9,-999.0,-999.0,-999.0
2022,9,25,-999.0,3.86,-999.0,-999.0,-999.0
2022,9,26,-999.0,4.46,-999.0,-999.0,-999.0
2022,9,27,-999.0,3.82,-999.0,-999.0,-999.0
2022,9,28,-999.0,4.19,-999.0,-999.0,-999.0
2022,9,29,-999.0,5.46,-999.0,-999.0,-999.0
2022,9,30,6.78,6.14,-999.0,-999.0,-999.0
2022,10,1,6.84,6.28,-999.0,-999.0,-999.0
2022,10,2,-999.0,6.04,-999.0,-999.0,-999.0
2022,10,3,6.71,6.14,-999.0,-999.0,-999.0
2022,10,4,-999.0,3.4,-999.0,-999.0,-999.0
2022,10,5,-999.0,4.54,-999.0,-999.0,-999.0
2022,10,6,-999.0,3.59,-999.0,-999.0,-999.0
2022,10,7,-999.0,4.98,-999.0,-999.0,-999.0
2022,10,8,-999.0,4.29,-999.0,-999.0,-999.0
2022,10,9,-999.0,4.08,-999.0,-999.0,-999.0
2022,10,10,-999.0,4.05,-999.0,-999.0,-999.0
2022,10,11,-999.0,4.14,-999.0,-999.0,-999.0
2022,10,12,-999.0,5.68,-999.0,-999.0,-999.0
2022,10,13,-999.0,5.85,-999.0,-999.0,-999.0
2022,10,14,-999.0,5.76,-999.0,-999.0,-999.0
2022,10,15,6.49,6.08,-999.0,-999.0,-999.0
2022,10,16,-999.0,-999.0,-999.0,-999.0,-999.0
2022,10,17,-999.0,4.18,-999.0,-999.0,-999.0
2022,10,18,-999.0,2.12,-999.0,-999.0,-999.0
2022,10,19,-999.0,2.53,-999.0,-999.0,-999.0
2022,10,20,-999.0,3.34,-999.0,-999.0,-999.0
2022,10,21,-999.0,3.05,-999.0,-999.0,-999.0
2022,10,22,-999.0,4.05,-999.0,-999.0,-999.0
2022,10,23,-999.0,5.19,-999.0,-999.0,-999.0
2022,10,24,-999.0,5.09,-999.0,-999.0,-999.0
2022,10,25,-999.0,4.72,-999.0,-999.0,-999.0
2022,10,26,-999.0,5.17,-999.0,-999.0,-999.0
2022,10,27,-999.0,3.62,-999.0,-999.0,-999.0
2022,10,28,-999.0,5.14,-999.0,-999.0,-999.0
2022,10,29,-999.0,4.57,-999.0,-999.0,-999.0
2022,10,30,-999.0,5.08,-999.0,-999.0,-999.0
2022,10,31,-999.0,4.44,-999.0,-999.0,-999.0
2022,11,1,-999.0,5.05,-999.0,-999.0,-999.0
2022,11,2,6.0,5.91,-999.0,-999.0,-999.0
2022,11,3,-999.0,4.69,-999.0,-999.0,-999.0
2022,11,4,-999.0,4.82,-999.0,-999.0,-999.0
2022,11,5,-999.0,5.25,-999.0,-999.0,-999.0
2022,11,6,-999.0,5.74,-999.0,-999.0,-999.0
2022,11,7,5.95,5.89,-999.0,-999.0,-999.0
2022,11,8,5.95,5.88,-999.0,-999.0,-999.0
2022,11,9,5.83,5.74,-999.0,-999.0,-999.0
2022,11,10,5.84,5.78,-999.0,-999.0,-999.0
2022,11,11,5.83,5.62,-999.0,-999.0,-999.0
2022,11,12,5.74,5.56,-999.0,-999.0,-999.0
2022,11,13,-999.0,5.34,-999.0,-999.0,-999.0
2022,11,14,5.65,5.4,-999.0,-999.0,-999.0
2022,11,15,-999.0,5.59,-999.0,-999.0,-999.0
2022,11,16,5.63,5.47,-999.0,-999.0,-999.0
2022,11,17,-999.0,4.66,-999.0,-999.0,-999.0
2022,11,18,-999.0,4.21,-999.0,-999.0,-999.0
2022,11,19,-999.0,3.65,-999.0,-999.0,-999.0
2022,11,20,-999.0,2.88,-999.0,-999.0,-999.0
2022,11,21,-999.0,2.71,-999.0,-999.0,-999.0
2022,11,22,-999.0,4.61,-999.0,-999.0,-999.0
2022,11,23,-999.0,4.1,-999.0,-999.0,-999.0
2022,11,24,-999.0,2.89,-999.0,-999.0,-999.0
2022,11,25,-999.0,4.24,-999.0,-999.0,-999.0
2022,11,26,-999.0,5.14,-999.0,-999.0,-999.0
2022,11,27,-999.0,5.08,-999.0,-999.0,-999.0
2022,11,28,-999.0,3.73,-999.0,-999.0,-999.0
2022,11,29,-999.0,4.44,-999.0,-999.0,-999.0
2022,11,30,-999.0,4.3,-999.0,-999.0,-999.0
2022,12,1,-999.0,4.85,-999.0,-999.0,-999.0
2022,12,2,5.24,5.02,-999.0,-999.0,-999.0
2022,12,3,-999.0,4.63,-999.0,-999.0,-999.0
2022,12,4,5.31,5.3,-999.0,-999.0,-999.0
2022,12,5,5.28,5.06,-999.0,-999.0,-999.0
2022,12,6,-999.0,5.25,-999.0,-999.0,-999.0
2022,12,7,5.3,5.25,-999.0,-999.0,-999.0
2022,12,8,-999.0,5.3,-999.0,-999.0,-999.0
2022,12,9,5.25,5.18,-999.0,-999.0,-999.0
2022,12,10,5.2,4.48,-999.0,-999.0,-999.0
2022,12,11,5.25,5.18,-999.0,-999.0,-999.0
2022,12,12,5.21,4.93,-999.0,-999.0,-999.0
2022,12,13,5.22,5.15,-999.0,-999.0,-999.0
2022,12,14,5.27,5.25,-999.0,-999.0,-999.0
2022,12,15,5.23,5.23,-999.0,-999.0,-999.0
2022,12,16,5.2,5.16,-999.0,-999.0,-999.0
2022,12,17,5.17,5.1,-999.0,-999.0,-999.0
2022,12,18,-999.0,4.58,-999.0,-999.0,-999.0
2022,12,19,5.14,5.07,-999.0,-999.0,-999.0
2022,12,20,5.11,5.06,-999.0,-999.0,-999.0
2022,12,21,-999.0,4.09,-999.0,-999.0,-999.0
2022,12,22,5.12,4.94,-999.0,-999.0,-999.0
2022,12,23,-999.0,4.58,-999.0,-999.0,-999.0
2022,12,24,-999.0,3.02,-999.0,-999.0,-999.0
2022,12,25,-999.0,2.13,-999.0,-999.0,-999.0
2022,12,26,-999.0,3.58,-999.0,-999.0,-999.0
2022,12,27,5.18,4.48,-999.0,-999.0,-999.0
2022,12,28,-999.0,4.68,-999.0,-999.0,-999.0
2022,12,29,-999.0,3.8,-999.0,-999.0,-999.0
2022,12,30,-999.0,3.12,-999.0,-999.0,-999.0
2022,12,31,-999.0,3.99,-999.0,-999.0,-999.0
